text,afraid,angry,anxious,ashamed,awkward,bored,calm,confused,disgusted,excited,frustrated,happy,jealous,nostalgic,proud,sad,satisfied,surprised
i love fall asleep after have a nice big meal  i feel very warm and content and it be easy to sleep ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
my husband leave work early to surprise us on the  ice day   we be not expect him to come home so it be truly special for him to spend this time with us ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
today be thirty days that i have quit smoke  it be a hard path but i have make it this far and i be go strong ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i go to bed at my normal time but fell right to sleep  i get a good eight hours of sleep  it be nice get enough sleep ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
last night have a great dinne at the olive garden  we start with an appetizer and finish with a dessert  the food be plentiful and delicious  i be stuff  but in a good way ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
it be a good day because i get my afternoon workout in on my lunch break and find some time before bed to go some yoga ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
at seventy one i be free of any major illnesses and medications  be thankful to my parent for all the good genes they have pass down to me ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i pass out an hour after consume all that wing  i sleep for about ten hours  it be one of the best sleep i have in a while ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
the biggest part of my day  i sleep for about ten hours  normally i get four to five hours per night and if i can i sleep a little late on the weekend but never enough  i take some cold medication and it knock me out  it be the only good thing about this damn cold  if there be a silver line to it it be that finally i can sleep ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
be try to loose some weight  today i weigh in almost three pound lighter than when i buy my bathroom scale and begin watch what i eat  which be just last week ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
when i get home from work  my husband and i decide to go out for dinner  any day i do not have to cook be a good day ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
my wife and i get some time to ourselves after the kid go to bed  we be able to talk and just enjoy each others company for awhile  it be a relax end to a good day ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
today i pray to god  it help me connect with him ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
my wife meet with her brother today and it seem he finally find a new job  we have both be worry for a few months now ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spend time with friends be always lovable and fairly salient,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
at the end of the night  snuggle up on the couch with my dog and a blanket and read a good book  there be just something very peaceful and relax when you be all snuggle up on a cold night,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i have finally start look up some new recipes to start eat healthy  after go online  i find salad recipes that i be interest in  i go out and bring the groceries for the salad and it be delicious  it be also easy to make which be good for me  i plan on find other recipes that be not salad so i would be able to eat more healthy things ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i love to cook and i be anxious to try a new recipe for a caprese grill cheese sandwich  i tweak the recipe by roast the tomatoes first and i be proud with myself that it come out even better than expect  i be super happy while i enjoy my sandwich ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i do not always cook at home  but one in a while i like to experiment  yesterday i have give it a try and felt like prepare a chinese dish  i have gather all the detail from the internet base on the ingredients i have at home  everyone be surprise how good the outcome be  of course  i be tell that this be the first of many  so i be the new chef at home ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
i try to do some exercise yesterday beause i be gain weight  but do not have the motivation to do so ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
yesterday for dinner i have a small bowl of some southwestern chicken soup my wife have make  i want to try it but just be not that hungry what with still feel sick  not stomach sick but still not much appetite   i try it it be good i could not properly enjoy it  hence the happy and sad ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
i get to spend part of the day with my best friends as i be help them work on an outside project at their house  i felt good about socialize with them and i enjoy help them with the project ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
the third salient thing would be my family  i get to see my mom yesterday after work and spend the rest of the even with my husband eat dinner together and watch a movie ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i enjoy some delicious bbq last night for dinner  i have some burn end and smoke rib  i also enjoy some delicious bake bean cole slaw and roll ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
we be go through a rough patch  my recreation lately have be get drink  i literally can not get through the day without drink so it be become an important part of my day ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
it be just an overall crappy kind of day yesterday  i think  i be bore and frustrate all day  eat garbage food more than i should  mainly just for something to do and when my partner get home from work  i just want to vent to them and have some companionship  they be have a rough time at work recently and they be also frustrate and hungry and contentious  so it do not make for a good mix  i think we end up just frustrate each other more than anything else ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
work throughout the day be probably the least salient thing i do yesterday  since i be already exhaust  work just felt like a chore and i could not wait to just relax and do nothing  i know i have a daily quota to fill and begrudgingly finish all my work  although i felt fairly useless ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
work on my health be an important part of my day and one that be noticeable to those around me often  i be work on lose some weight and try to get in better health after some recent health problems  i be do better but its still a struggle that bug me each and everyday ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i go to my daughters basketball game  she play well  i enjoy go to the game and cheer her on ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
since the weather turn and the sun rise later  it be be difficult to get the dog out for an early morning walk  they need it as much as i need it  exercise   our walk have be shorter and later as the season change to winter  but yesterday there be no pressure and we have a good  leisurely walk through the neighborhood ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ed be a good friend of mine  he ring the bell an dthere he be  he deliver my mail to me as he often do  we chat for a bite and he have his dog with him  he be such a good and kind person and it be always a delight to see him,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
felt upset and disappoint because i do not exercise alot,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
can we be better than this or what be different  we must look forward to our families and our life for better with the bless of our friends support ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
ii enjoy my work and know that it help many others in my teach the pre k children i reach out to the children and to the parent and extend families i also enjoy work as a turker enjoy the survey of vary hit ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
that i be very lucky to have the person that you do ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
god be very important in my daily life as he give me guidance  i pray to him every single day to give thank and pray for the important things in my life ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
exercise whenever i have a chance be very important to maintain my current fitness at my age  be diligent with exercise be very important to keep your shape ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lift weight along with some pullups pushups and stationary bike  felt so good when do blood flow relax vibrant release a lot of stress from the change occur at work ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eat good food be enjoyable ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
i exercise everyday  this be to help me maintain a healthy weight and healthy lifestyle ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i also be so happy to sleep in my own bed after a relax day with my family  be away for five days really make you appreciate be home and catch up on sleep ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
when i get home from the day of manual labor i still have some energy so i convince myself to go for a short run  afterwards i come home and take a shower  i be please that i push myself physically that day  and felt accomplish as i plop down onto the couch after a long day of exert myself and be patient ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i have keep a promise to myself that i would keep a certain fitness routine  i have felt like i do not want to do it yesterday but i remind myself that i have commit myself to do it and it would only take a specific amount of time and once it be do i would be do with it  i be proud that i keep my promise to myself and that i complete it ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i be proud of my work  work have be so good  great customers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i get a fair amount of work do yesterday  it be a productive day and i felt proud about all the good work i do ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i learn that a band i really like be come to town  so i purchase ticket  i be really excite to go ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i practice archery often and be able to do that in our large area in the backyard  this be one of my passions  i have be at it for many years  i love the competition but usually stay here to practice and enjoy my alone time  it be excite to see my progress and especially when i master a new tactic  recently i have be use a device that allow me to  scope  the target  i be get better and know that there be always room to improve ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i be equally happy about my health  if i be strong and healthy  i can be able to undertake my daily activities without any problem ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
without my health  i have nothing to sustain long term happiness  i feel very secure in my health ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
when i spend time with my partner and daughter  i feel calm  happy  and satisfy  we argue sometimes  but mostly we be super close and love hang out together ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
my health be good today  usually i have migraines  but i be oddly hungry ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i do not have much time after work all day so this be really just meh  i watch a little tv while we eat dinner until we go to bed ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i be able to go outside with my wife who have cancer to a local park which be surround by tree  very quiet as only a few people be around and with two small manmade ponds with free  it be a good break in the day from all my work on the computer as well as to spend quality time with my wife in a natural set  i thoroughly enjoy it ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
for dinner my wife and i decide to make pasta  we be low on everything else but we have noodles and some sauce  we add some italian season and some red pepper flake  it actually taste excellent  it remind me of my childhood ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
nice to spend time with my wife at the end of a bad day at work  we have a few drink and a few laugh which provide some much need relaxation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
my spouse and i meet our best friend for dinner and have a great time all together  we talk for hours  laugh  and eat some really delicious food  the whole night leave me feel entertain  content  and happy that my spouse and i have such a close friend from childhood still in our live  he be like a brother to both of us ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i be able to get all of my work do yesterday  i be surprise due to all of the interruptions and such but it be all complete  i feel satisfy because i accomplish the goals i set out to meet for the day ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be able to take a really good nap the other morning  i be able to cuddle with my cat and it felt so relax and calm  it be exactly what i need ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
my son and i try out the new greek restaurant for dinner  it be wonderful and i think it will be one of our new favorites ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find out i have kidney issue ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i eat out last night  something i do not do very often  i have a delicious hamburger and french fry along with coca cola and it be so satisfy  even if it be not healthy ,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i have a good workout ad consider fitness and exercise important to my identity and well be ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
per usual i be able to chat with my significant other at the end of night  we talk about our day and plan what we be go to do on the weekend  it always enjoyable when i get to talk to her  she be my love of my life ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
my daughter and i plan to go to the gym together  she have a membership that allow her to bring a friend ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cook be one of my favorite time of the day  i enjoy cook  and eat ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
after a day of fulfillment  i satisfy when i go to bed ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
exercise be important because about a year ago i have several leg operations and i hope to be able to walk more confidently than i do now ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i have a very long day at work  i usually take the bus to and from work but today my husband pick me up on the way home from his work  my work be a bite out of the way from him so i really appreciate him come to get me  i be finally able to relax once i get in the car and we be able to talk about our days ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
i go to five guy and the food be better than i rememebered it be in the past,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
i reach my goal of drink one gallon of water yesterday  i have not do that in forever ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i bake lemon bar late the night before and finally get to try them yesterday and they be delicious  they be super rich and i have to cut the piece smaller but i be very proud of myself that i work up the energy to bake them and that i do a good job ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i make homemade burritos and rice today  it be the perfect meal for a cold day ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i finally get a solid eight hours of sleep yesterday ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
food be very important to me  without the delicious food i get to eat today that be provide by my shelter i would not be able to keep live  so i would say that be very important,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
it be really cool to see how my new boss handle things at his company  he be get a really kind attitude that i admire and want to cultivate for myself  it make me have a lot of respect for someone who run things like he do ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i learn that my wife will mis another one of our dinner this sunday because of her work  i have be patient with her  but i be start to get frustrate and angry ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
my health be something that make me anxious but still over satisfy  i be calm know that things could be alot worse ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i bake for recreation and it be calm and fun for me  i bake cookies last night and it felt relax and great ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
have enough money to buy food make me happy and satisfy  god will provide ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i feel anxious because my business be not do so well ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my team do a great job yesterday  i be able to report sales number for every single rep in my office yesterday  everyone be on board to reach their quarterlymonthly goals ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
yesterday i find out i be shortlist for a big promotion at work  i have be at this job for three years and be so excite to hear that my efforts might pay off and help me to make a better life for myself  my husband  and my baby  to hear that,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
one of my kid be have a hard time with his health so he be not sleep well which mean be not sleep because be up with him almost allnight last night we only sleep four hours,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
be helthy in life be very very important to insure that we be able to live a longer happier life  so that we can be there for our children ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i read yesterday and it help calm me down from a stressful day at work ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
last night  i have a long phone call with my best friend where we check in on each other and just get to reconnect  i love my friend so much and i be grateful for that ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
my relationship with god be as strong as ever as i have count on him to get me out of tough time  my money situation have not be the greatest over the past few months and we be finally start to see the light at the end of the tunnel and it be due to the guidance and wisdom that come from pray  yesterday i take the time to thank god for the help in these areas ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
i try throughout my day to always remember god be there watch and live accordingly and know he be there for me in prayer ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i sleep well  i get up fewer time during the night  i feel please and refresh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i have to be in a different class than i usually be and the children that be in the class be not good listeners  so it be a bite frustrate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have be exercise and work hard  but have little to show in term of weight loss  i wish it would come off quicker like it do when i be in my twenty s  i try so hard but the scale barely seem to budge  it be very frustrate and i do not know what more i can do ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
my wfe tell me she miss me when she wake up and i be not in bed  she go on and on about it  she be genuine and i felt love and care for ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have be travel a lot over the holiday  i finally get a good night s sleep ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be work the majority of the day otherwise  but a lot of the task be repetitious ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
though it be very tire  i do do a bite more walk then i have be the past few days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
after a long work week in which i work sixty hours and two fourteen hour days  it be nice to just relax and sleep the rest of the day  my body be sore from work and exercise the follow day but it felt really good to rest my body on the soft bed ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
i be try to become a better cook  last night i make a very tasty macaroni and cheese with bacon and ranch  i alter the recipe a bite and it be delicious ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i wnet out with my friends for dinner and i have a lot of fun ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
my so be recover from a serious illness and have good days and bad days  yesterday be a bad day for her and i felt so sorry for her  i wish there have be something i could do to make her feel wonderful but all i could do be help her and take care of her the best i could  she be glad to see yesterday end ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
have a great nights sleep be great  we all deserve to get a great nights sleep  and last night i totally be feel the great amount of sleep i get last night ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
my friends be a long time fixture in my life,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
at the end of the day  nothing be more comfort that drink  it be like a million little hug ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
finally have a night to go out and have some fun it be a much need break and great for my mental health ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i really really enjoy bed time  lol  every night when i crawl into bed it be the most relax part of my day  i think it may be one of the most favorite part of my day  aside from babysitting my grandbabies  ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
make me get ready for today ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
they really perk me up  good time ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
part of my son s birthday wish be to go to the indoor trampoline park  i be not build for that  i be so tire the entire time i think i be go to a die a few time  i remember tell my wife  if i go down just assume i be dead and find a new husband ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
for dinner i have a velveeta gold skillet  i never ever make this and now i know why  it be horrible  it taste like puke  it be really gross and you could taste that it be not actually food  my family do not like it and i will not make it again ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lay down in my bed after a long day be the best feel  i have not be get much sleep  so i try to just gain any hours i can ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i love my family very much  everytime we talk  i feel a sense of pride and happiness ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i be proud becasue i be get all my work do and find things to finish and complete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
last night i set aside a little time to play a computer game to relax  it be fun to just forget about the stress of the day even for a little bite ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
my friends and i be send texts and refine detail to make a surprise party for one of our friends ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have to keep remind myself to pray and remember that i be not really in control in this life  too much  i just try to repeat lord have mercy when i be frustrate or upset  which seem to be alot  and it truly help me through the day ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i be satisfy to eat some scrumptious food  it be wonderful to taste the good flavor  i do feel guilty though that i eat all those calories ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i like take care of myself physically and how it make me look and feel ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i catch up with a good friend for lunch that i have not see in awhile  it be nice to catch up and we have talk about make some plan for the future ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
the long day on my feet  and do the ten thousand step of walk make me feel frustrate that i still have some pain with the exertion but also happy that i be get back into shape little by little  balance it all out with work and have to do it on my own be make it an easier task to meet daily ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
i make a roastit be goodi cut up alot of healthy vegtables in it ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i make an appointment to get my cat fix  vaccinate  etc  i would be really stress about this for the last few weeks  because of several factor  she be a former stray and not all vet be will to treat her decently  the first place i call want me to bring her in in a trap and tip her ear  like a wild animal  also  because she be a stray i have no idea how old she be  but she look more than old enough to have kitten  and i can not afford them  so i be in a hurry to get her fix  now that i have an appointment for next week  at a place that will actually treat her like a pet  which she be  i feel better  i still have to figure out how i be go to get her into the cat carrier that morning  i fully expect her to panic over some noise or other the night before  hide under the bed and refuse to come out  but at least it be only one thing to worry about  and after that  it be all downhill unless she get an infection ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i do not get enough sleep  i sleep in spurt throughout the day and be always tire  if i take sleep pills they knock me out for two days and i do not get anything do  it be very frustrate ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
i do not exercise yesterday ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
at the end of the even i talk to my mom on the phone and we talk about the trip i just come back from  it be fun to talk to her  she be so interest in the detail of our trip and so positive  she be such a great person ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
for god allow me to live another on this earth with my love one i be glad and feel bless ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i be able to sleep peacefully for the first time in three days  i be glad ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be work hard  spend a lot of time outdoors and i feel very healthy and happy about that fact ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
do yoga help me feel awake and alert and comfortable in my body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i talk to a friend yesterday that i have not talk to in a long time  catch up with him be really interest and excite  i wish we could do that more often ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
i play with my kitten and they always make me laugh  they know how to put a smile on my face when they chase lasers and feather ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
well  i get the biopsy result and they be benign  hallelujah ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
even though i be so busy i be able to fit in a work out and it felt really good ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
we all retire early for the night and be able to get a full night s rest for the first time since  well  i can not even remember  we wake up wellenergized and ready for the day ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
after work out  i come home and browse the internet and play video game  i felt pretty calm and normal for the duration of it ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i talk to my romantic partner briefly yesterday after work  we be both very busy and have not see each other much so it be nice to talk to him even for a few minutes ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sleep calm me down so much and it be an amaze thing overall  it be one of the best feel because it recharge you and prepare you for the next day  that be satisfaction in itself ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
when i get home from the card tournament my girlfriend surprise me with some chicken fajitas  i be really hungry and these be one of my favorite things to eat so i be super grateful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
have my family together for dinner  its always a good thing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i spend the rest of the even play sims four because i just buy an expansion  i build a house and make a happy family and lose myself in the simple task in the game  i felt peaceful enough that i be able to go to sleep soon after ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
after work a long hard day i enjoy be the wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be surprise to get a message from a friend from long ago  but i be really happy to hear from her  she be my best friend in college  so it bring back some memories that be very nice to recall and reminisce on  i think i would like to talk to her more often  if i can remember to  i have just be so busy every day  it be hard to remember to talk to other people sometimes ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
our friends go walk with us  we enjoy spend time with them,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
i have be have problems sleep lately  this week i start take something to help me sleep better at night and it work great  i sleep like a log and wake up feel like a spring chicken ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
it be a really easy day at work so i get to spend a good chunk of it turking and make some extra money,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
at my parent house they make a delicious steak dinner with sweet potatoes salad and a dinner roll and it be wonderful to have such a delcious meal while surround by family ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
after my nap i try to do some online survey but i be all foggy and disorented and only last attempt to work for a few hours before i lay down again,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
i be hop to get a good night s sleep  however  while very tire prior to go to bed  i just lay there for about an hour wide awake  finally get up and watch tv until i get tire again  only manage to get a total of about four hours sleep ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i try a vegetarian burger that everyone have be talk about  it be ok but not that great  not sure if i would pay so much money for it again ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
in the morning  i go to the gym and attend a zumba class  after the class be over  i felt really satisfy with my exercise and be glad i do it ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i go to sleep after the appointment  much earlier than usual  the test and stress of it all exhaust me ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i have attempt to make red velvet macarons a few time now and the first batch that i do yesterday fail  however my second batch turn out just right i be really proud of myself and excite for what i have accomplish ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
it be really nice to get out of the house to hike with friends  it be a good use of my time and i enjoy it immensely  i be so tire afterwards that i do not have any energy to do much else but its ok  the hike be totally entertain ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i play a video game  it be fun ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i learn a long time friend die a few days ago  i live far away and have not have contact with this friend in a few years  this person be very close to me for many years and i frequently think about him  one of the things he want so much for me be to return to the catholic church  i download a catholic prayer app on my tablet and read some of the prayers as i think about the great impact this person have on my life  i have never give up on god  just the catholic church because of some of the doctrine that do not make sense to me  i appreciate that i be able to link back up to god in this familiar way from my past ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
get a great nights sleep after take nyquil for my cold  do not wake up once  not even to pee until eight hundred and thirty be  a new record i think ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
have a meet with our owner about our losses it be not good we be in the hole financially big time ,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
my job lay me off  i know it be come so i be not surprise but i be frustrate that i have to find a new job now and anxious that i will not have enough income this month ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
i get do with work a bite early yesterday and that make me excite as it give some free time to do a few things that be more fun ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i get to bed close to the time i want to  that be challenge some days due to house work ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i be act very worry for no good reason and realize how silly i felt ,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
it felt good to run and let out some energy from the day ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i walk for three miles yesterday which be more than my target for a day,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i eat a bunch of taco bell  this be pretty gross and ruin any gain make during my workout ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
i enjoy spend family time in the even  i always enjoy my time with all of them ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
